Commune;Codepos;Departement;INSEE
CORRIBERT;51270;MARNE;51174
CORROBERT;51210;MARNE;51175
CORROMBLES;21460;COTE D'OR;21198
CORRONSAC;31450;HAUTE GARONNE;31151
CORROY;51230;MARNE;51176
CORSAINT;21460;COTE D'OR;21199
CORSAVY;66150;PYRENEES ORIENTALES;66060
CORSCIA;20224;CORSE;20095
CORSEPT;44560;LOIRE ATLANTIQUE;44046
CORSEUL;22130;COTES D'ARMOR;22048
CORTAMBERT;71250;SAONE ET LOIRE;71146
CORTE;20250;CORSE;20096
CORTEVAIX;71460;SAONE ET LOIRE;71147
CORTRAT;45700;LOIRET;45105
CORVEISSIAT;1250;AIN;1125
CORVOL D EMBERNARD;58210;NIEVRE;58084
CORVOL L ORGUEILLEUX;58460;NIEVRE;58085
CORZE;49140;MAINE ET LOIRE;49110
COS;9000;ARIEGE;9099
COSGES;39140;JURA;39167
COSLEDAA LUBE BOAST;64160;PYRENEES ATLANTIQUES;64194
COSMES;53230;MAYENNE;53075
COSNAC;19360;CORREZE;19063
COSNE COURS SUR LOIRE;58200;NIEVRE;58086
COSNE D ALLIER;3430;ALLIER;3084
COSNES ET ROMAIN;54400;MEURTHE ET MOSELLE;54138
COSQUEVILLE;50330;MANCHE;50142
COSSAYE;58300;NIEVRE;58087
COSSE D ANJOU;49120;MAINE ET LOIRE;49111
COSSE EN CHAMPAGNE;53340;MAYENNE;53076
COSSE LE VIVIEN;53230;MAYENNE;53077
COSSESSEVILLE;14690;CALVADOS;14183
COSSIGNY;77173;SEINE ET MARNE;77913
COSSWILLER;67310;BAS RHIN;67077
COSTA;20226;CORSE;20097
COSTAROS;43490;HAUTE LOIRE;43077
COTEBRUNE;25360;DOUBS;25166
COTI CHIAVARI;20138;CORSE;20098
COTIGNAC;83570;VAR;83046
COTTANCE;42360;LOIRE;42073
COTTENCHY;80440;SOMME;80213
COTTEVRARD;76850;SEINE MARITIME;76188
COTTIER;25410;DOUBS;25167
COTTUN;14400;CALVADOS;14184
COUARGUES;18300;CHER;18074
COUBERT;77170;SEINE ET MARNE;77127
COUBEYRAC;33890;GIRONDE;33133
COUBISOU;12190;AVEYRON;12079
COUBJOURS;24390;DORDOGNE;24136
COUBLANC;52500;HAUTE MARNE;52145
COUBLANC;71170;SAONE ET LOIRE;71148
COUBLEVIE;38500;ISERE;38133
COUBLUCQ;64410;PYRENEES ATLANTIQUES;64195
COUBON;43700;HAUTE LOIRE;43078
COUBRON;93470;SEINE SAINT DENIS;93015
COUCHES;71490;SAONE ET LOIRE;71149
COUCHEY;21160;COTE D'OR;21200
COUCOURON;7470;ARDECHE;7071
COUCY;8300;ARDENNES;8133
COUCY LA VILLE;2380;AISNE;2219
COUCY LE CHATEAU AUFFRIQU;2380;AISNE;2217
COUCY LES EPPES;2840;AISNE;2218
COUDDES;41700;LOIR ET CHER;41062
COUDEHARD;61160;ORNE;61120
COUDEKERQUE;59380;NORD;59154
COUDEKERQUE BRANCHE;59210;NORD;59155
COUDES;63114;PUY DE DOME;63121
COUDEVILLE SUR MER;50290;MANCHE;50143
COUDONS;11500;AUDE;11101
COUDOUX;13111;BOUCHES DU RHONE;13118
COUDRAY;27150;EURE;27176
COUDRAY;45330;LOIRET;45106
COUDRAY;53200;MAYENNE;53078
COUDRAY AU PERCHE;28330;EURE ET LOIR;28111
COUDRAY RABUT;14130;CALVADOS;14185
COUDRECEAU;28400;EURE ET LOIR;28112
COUDRECIEUX;72440;SARTHE;72094
COUDRES;27220;EURE;27177
COUDROY;45260;LOIRET;45107
COUDUN;60150;OISE;60166
COUDURES;40500;LANDES;40086
COUEILLES;31230;HAUTE GARONNE;31152
COUERON;44220;LOIRE ATLANTIQUE;44047
COUESMES;37330;INDRE ET LOIRE;37084
COUESMES VAUCE;53300;MAYENNE;53079
COUFFE;44521;LOIRE ATLANTIQUE;44048
COUFFI;41110;LOIR ET CHER;41063
COUFFOULENS;11250;AUDE;11102
COUFFY SUR SARSONNE;19340;CORREZE;19064
COUFLENS;9140;ARIEGE;9100
COUFOULEUX;81800;TARN;81070
COUHE;86700;VIENNE;86082
COUILLY PONT AUX DAMES;77860;SEINE ET MARNE;77128
COUIN;62760;PAS DE CALAIS;62242
COUIZA;11190;AUDE;11103
COULADERE;31220;HAUTE GARONNE;31153
COULAINES;72190;SARTHE;72095
COULANDON;3000;ALLIER;3085
COULANGERON;89580;YONNE;89117
COULANGES;3470;ALLIER;3086
COULANGES;41150;LOIR ET CHER;41064
COULANGES LA VINEUSE;89580;YONNE;89118
COULANGES LES NEVERS;58660;NIEVRE;58088
COULANGES SUR YONNE;89480;YONNE;89119
COULANS SUR GEE;72550;SARTHE;72096
COULANS SUR LIZON;25330;DOUBS;25168
COULAURES;24420;DORDOGNE;24137
COULEDOUX;31160;HAUTE GARONNE;31154
COULEUVRE;3320;ALLIER;3087
COULEVON;70000;HAUTE SAONE;70179
COULGENS;16560;CHARENTE;16107
COULIMER;61360;ORNE;61121
COULLEMELLE;80250;SOMME;80214
COULLEMONT;62158;PAS DE CALAIS;62243
COULLONS;45720;LOIRET;45108
COULMER;61230;ORNE;61122
COULMIER LE SEC;21400;COTE D'OR;21201
COULMIERS;45130;LOIRET;45109
COULOBRES;34290;HERAULT;34085
COULOGNE;62137;PAS DE CALAIS;62244
COULOISY;60350;OISE;60167
COULOMBIERS;72130;SARTHE;72097
COULOMBIERS;86600;VIENNE;86083
COULOMBS;14480;CALVADOS;14186
COULOMBS;28210;EURE ET LOIR;28113
COULOMBS EN VALOIS;77840;SEINE ET MARNE;77129
COULOMBY;62380;PAS DE CALAIS;62245
COULOMMES;77580;SEINE ET MARNE;77130
COULOMMES ET MARQUENY;8130;ARDENNES;8134
COULOMMES LA MONTAGNE;51390;MARNE;51177
COULOMMIERS;77120;SEINE ET MARNE;77131
COULOMMIERS LA TOUR;41100;LOIR ET CHER;41065
COULON;79510;DEUX SEVRES;79100
COULONCES;14500;CALVADOS;14187
COULONCES;61160;ORNE;61123
COULONGE;72800;SARTHE;72098
COULONGE SUR CHARENTE;17350;CHARENTE MARITIME;17123
COULONGES;16330;CHARENTE;16108
COULONGES;17800;CHARENTE MARITIME;17122
COULONGES;27240;EURE;27178
COULONGES;86290;VIENNE;86084
COULONGES COHAN;2130;AISNE;2220
COULONGES LES SABLONS;61110;ORNE;61125
COULONGES SUR L AUTIZE;79160;DEUX SEVRES;79101
COULONGES SUR SARTHE;61170;ORNE;61126
COULONGES THOUARSAIS;79330;DEUX SEVRES;79102
COULONVILLERS;80135;SOMME;80215
COULOUME MONDEBAT;32160;GERS;32109
COULOUNIEIX CHAMIERS;24660;DORDOGNE;24138
COULOURS;89320;YONNE;89120
COULOUTRE;58220;NIEVRE;58089
COULOUVRAY BOISBENATRE;50670;MANCHE;50144
COULVAIN;14310;CALVADOS;14188
COULX;47260;LOT ET GARONNE;47071
COUME;57220;MOSELLE;57154
COUNOZOULS;11140;AUDE;11104
COUPELLE NEUVE;62310;PAS DE CALAIS;62246
COUPELLE VIEILLE;62310;PAS DE CALAIS;62247
COUPESARTE;14140;CALVADOS;14189
COUPETZ;51240;MARNE;51178
COUPEVILLE;51240;MARNE;51179
COUPIAC;12550;AVEYRON;12080
COUPRAY;52210;HAUTE MARNE;52146
COUPRU;2310;AISNE;2221
COUPTRAIN;53250;MAYENNE;53080
COUPVRAY;77700;SEINE ET MARNE;77132
COUQUEQUES;33340;GIRONDE;33134
COUR CHEVERNY;41700;LOIR ET CHER;41067
COUR ET BUIS;38122;ISERE;38134
COUR L EVEQUE;52210;HAUTE MARNE;52151
COUR ST MAURICE;25380;DOUBS;25173
COUR SUR LOIRE;41500;LOIR ET CHER;41069
COURANCES;91490;ESSONNE;91180
COURANT;17330;CHARENTE MARITIME;17124
COURBAN;21520;COTE D'OR;21202
COURBEHAYE;28140;EURE ET LOIR;28114
COURBEPINE;27300;EURE;27179
COURBES;2800;AISNE;2222
COURBESSEAUX;54110;MEURTHE ET MOSELLE;54139
COURBETTE;39570;JURA;39168
COURBEVEILLE;53230;MAYENNE;53082
COURBEVOIE;92400;HAUTS DE SEINE;92026
COURBIAC;47370;LOT ET GARONNE;47072
COURBILLAC;16200;CHARENTE;16109
COURBOIN;2330;AISNE;2223
COURBOUZON;39570;JURA;39169
COURBOUZON;41500;LOIR ET CHER;41066
COURCAIS;3370;ALLIER;3088
COURCAY;37310;INDRE ET LOIRE;37085
COURCEAUX;89260;YONNE;89121
COURCEBOEUFS;72290;SARTHE;72099
COURCELETTE;80300;SOMME;80216
COURCELLES;17400;CHARENTE MARITIME;17125
COURCELLES;25440;DOUBS;25171
COURCELLES;45300;LOIRET;45110
COURCELLES;54930;MEURTHE ET MOSELLE;54140
COURCELLES;58210;NIEVRE;58090
COURCELLES;90100;TERRITOIRE DE BELFORT;90027
COURCELLES AU BOIS;80560;SOMME;80217
COURCELLES CHAUSSY;57530;MOSELLE;57155
COURCELLES DE TOURAINE;37330;INDRE ET LOIRE;37086
COURCELLES EN BARROIS;55260;MEUSE;55127
COURCELLES EN BASSEE;77126;SEINE ET MARNE;77133
COURCELLES EN MONTAGNE;52200;HAUTE MARNE;52147
COURCELLES EPAYELLES;60420;OISE;60168
COURCELLES FREMOY;21460;COTE D'OR;21203
COURCELLES LA FORET;72270;SARTHE;72100
COURCELLES LE COMTE;62121;PAS DE CALAIS;62248
COURCELLES LES GISOR;60240;OISE;60169
COURCELLES LES LENS;62970;PAS DE CALAIS;62249
COURCELLES LES MONTBARD;21500;COTE D'OR;21204
COURCELLES LES MONTBELIAR;25420;DOUBS;25170
COURCELLES LES SEMUR;21140;COTE D'OR;21205
COURCELLES SAPICOURT;51140;MARNE;51181
COURCELLES SOUS CHATENOIS;88170;VOSGES;88117
COURCELLES SOUS MOYENCOUR;80290;SOMME;80218
COURCELLES SOUS THOIX;80160;SOMME;80219
COURCELLES SUR AIRE;55260;MEUSE;55128
COURCELLES SUR AUJON;52210;HAUTE MARNE;52148
COURCELLES SUR BLAISE;52110;HAUTE MARNE;52149
COURCELLES SUR NIED;57530;MOSELLE;57156
COURCELLES SUR SEINE;27940;EURE;27180
COURCELLES SUR VESLES;2220;AISNE;2224
COURCELLES SUR VIOSNE;95650;VAL D'OISE;95181
COURCELLES SUR VOIRE;10500;AUBE;10105
COURCELLES VAL D ESNOMS;52190;HAUTE MARNE;52150
COURCEMAIN;51260;MARNE;51182
COURCEMONT;72110;SARTHE;72101
COURCERAC;17160;CHARENTE MARITIME;17126
COURCERAULT;61340;ORNE;61128
COURCEROY;10400;AUBE;10106
COURCHAMP;21610;COTE D'OR;21206
COURCHAMP;77560;SEINE ET MARNE;77134
COURCHAMPS;2810;AISNE;2225
COURCHAMPS;49260;MAINE ET LOIRE;49113
COURCHAPON;25170;DOUBS;25172
COURCHATON;70110;HAUTE SAONE;70180
COURCHELETTES;59552;NORD;59156
COURCHEVEL;73120;SAVOIE;73920
COURCITE;53700;MAYENNE;53083
COURCIVAL;72110;SARTHE;72102
COURCOME;16240;CHARENTE;16110
COURCON;17170;CHARENTE MARITIME;17127
COURCOUE;37120;INDRE ET LOIRE;37087
COURCOURONNES;91080;ESSONNE;91182
COURCOURY;17100;CHARENTE MARITIME;17128
COURCUIRE;70150;HAUTE SAONE;70181
COURCY;14170;CALVADOS;14190
COURCY;50200;MANCHE;50145
COURCY;51220;MARNE;51183
COURCY AUX LOGES;45300;LOIRET;45111
COURDEMANCHE;27320;EURE;27181
COURDEMANCHE;72150;SARTHE;72103
COURDEMANGES;51300;MARNE;51184
COURDIMANCHE;95800;VAL D'OISE;95183
COURDIMANCHE SUR ESSONNE;91720;ESSONNE;91184
COURET;31160;HAUTE GARONNE;31155
COURGAINS;72260;SARTHE;72104
COURGEAC;16190;CHARENTE;16111
COURGENARD;72320;SARTHE;72105
COURGENAY;89190;YONNE;89122
COURGENT;78790;YVELINES;78185
COURGEON;61400;ORNE;61129
COURGEOUT;61560;ORNE;61130
COURGERENNES;10800;AUBE;10907
COURGIS;89800;YONNE;89123
COURGIVAUX;51310;MARNE;51185
COURGOUL;63320;PUY DE DOME;63122
COURJEONNET;51270;MARNE;51186
COURLAC;16210;CHARENTE;16112
COURLANDON;51170;MARNE;51187
COURLANS;39570;JURA;39170
COURLAOUX;39570;JURA;39171
COURLAY;79440;DEUX SEVRES;79103
COURLAY SUR MER;17420;CHARENTE MARITIME;17914
COURLEON;49390;MAINE ET LOIRE;49114
COURLON;21580;COTE D'OR;21207
COURLON SUR YONNE;89140;YONNE;89124
COURMANGOUX;1370;AIN;1127
COURMAS;51390;MARNE;51188
COURMELLES;2200;AISNE;2226
COURMEMIN;41230;LOIR ET CHER;41068
COURMENIL;61310;ORNE;61131
COURMES;6620;ALPES MARITIMES;6049
COURMONT;2130;AISNE;2227
COURMONT;70400;HAUTE SAONE;70182
COURNANEL;11300;AUDE;11105
COURNIOU;34220;HERAULT;34086
COURNOLS;63450;PUY DE DOME;63123
COURNON;56200;MORBIHAN;56044
COURNON D AUVERGNE;63800;PUY DE DOME;63124
COURNONSEC;34660;HERAULT;34087
COURNONTERRAL;34660;HERAULT;34088
COUROUVRE;55260;MEUSE;55129
COURPALAY;77540;SEINE ET MARNE;77135
COURPIAC;33760;GIRONDE;33135
COURPIERE;63120;PUY DE DOME;63125
COURPIGNAC;17130;CHARENTE MARITIME;17129
COURQUETAINE;77390;SEINE ET MARNE;77136
COURRENSAN;32330;GERS;32110
COURRIERES;62710;PAS DE CALAIS;62250
COURRIS;81340;TARN;81071
COURRY;30500;GARD;30097
COURS;46090;LOT;46077
COURS;47360;LOT ET GARONNE;47073
COURS;58200;NIEVRE;58091
COURS;79220;DEUX SEVRES;79104
COURS DE MONSEGUR;33580;GIRONDE;33136
COURS DE PILE;24520;DORDOGNE;24140
COURS LA VILLE;69470;RHONE;69066
COURS LES BAINS;33690;GIRONDE;33137
COURS LES BARRES;18320;CHER;18075
COURSAC;24430;DORDOGNE;24139
COURSAN;11110;AUDE;11106
COURSAN EN OTHE;10130;AUBE;10107
COURSEGOULES;6140;ALPES MARITIMES;6050
COURSET;62240;PAS DE CALAIS;62251
COURSEULLES SUR MER;14470;CALVADOS;14191
COURSON;14380;CALVADOS;14192
COURSON LES CARRIERES;89560;YONNE;89125
COURSON MONTELOUP;91680;ESSONNE;91186
COURTACON;77560;SEINE ET MARNE;77137
COURTAGNON;51480;MARNE;51190
COURTALAIN;28290;EURE ET LOIR;28115
COURTAOULT;10130;AUBE;10108
COURTAULY;11230;AUDE;11107
COURTAVANT;10400;AUBE;10908
COURTAVON;68480;HAUT RHIN;68067
COURTEFONTAINE;25470;DOUBS;25174
COURTEFONTAINE;39700;JURA;39172
COURTEILLES;27130;EURE;27182
COURTEIX;19340;CORREZE;19065
COURTELEVANT;90100;TERRITOIRE DE BELFORT;90028
COURTEMANCHE;80500;SOMME;80220
COURTEMAUX;45320;LOIRET;45113
COURTEMONT;51800;MARNE;51191
COURTEMONT VARENNES;2850;AISNE;2228
COURTEMPIERRE;45490;LOIRET;45114
COURTENAY;38510;ISERE;38135
COURTENAY;45320;LOIRET;45115
COURTENOT;10260;AUBE;10109
COURTERANGES;10270;AUBE;10110
COURTERON;10250;AUBE;10111
COURTES;1560;AIN;1128
COURTESOULT ET GATEY;70600;HAUTE SAONE;70183
COURTETAIN ET SALANS;25530;DOUBS;25175
COURTEUIL;60300;OISE;60170
COURTHEZON;84350;VAUCLUSE;84039
COURTHIEZY;51700;MARNE;51192
COURTIES;32230;GERS;32111
COURTIEUX;60350;OISE;60171
COURTILLERS;72300;SARTHE;72106
COURTILS;50220;MANCHE;50146
COURTISOLS;51460;MARNE;51193
COURTIVRON;21120;COTE D'OR;21208
COURTOIN;89150;YONNE;89126
COURTOIS SUR YONNE;89100;YONNE;89127
COURTOMER;61390;ORNE;61133
COURTOMER;77390;SEINE ET MARNE;77138
COURTONNE DEUX EGLISES;14290;CALVADOS;14194
COURTONNE LA MEURDRAC;14100;CALVADOS;14193
COURTRIZY ET FUSSIGNY;2820;AISNE;2229
COURTRY;77181;SEINE ET MARNE;77139
COURVAUDON;14260;CALVADOS;14195
COURVIERES;25560;DOUBS;25176
COURVILLE;51170;MARNE;51194
COURVILLE SUR EURE;28190;EURE ET LOIR;28116
COURZIEU;69690;RHONE;69067
COUSANCE;39190;JURA;39173
COUSANCES AUX BOIS;55500;MEUSE;55131
COUSANCES LES FORGES;55170;MEUSE;55132
COUSANCES LES TRICONVILLE;55500;MEUSE;55518
COUSOLRE;59149;NORD;59157
COUSSA;9120;ARIEGE;9101
COUSSAC BONNEVAL;87500;HAUTE VIENNE;87049
COUSSAN;65350;HAUTES PYRENEES;65153
COUSSAY;86110;VIENNE;86085
COUSSAY LES BOIS;86270;VIENNE;86086
COUSSEGREY;10210;AUBE;10112
COUSSERGUES;12310;AVEYRON;12081
COUSSEY;88630;VOSGES;88118
COUST;18210;CHER;18076
COUSTAUSSA;11190;AUDE;11109
COUSTOUGE;11220;AUDE;11110
COUSTOUGES;66260;PYRENEES ORIENTALES;66061
COUTANCES;50200;MANCHE;50147
COUTANSOUZE;3330;ALLIER;3089
COUTARNOUX;89440;YONNE;89128
COUTENCON;77154;SEINE ET MARNE;77140
COUTENS;9500;ARIEGE;9102
COUTERNE;61410;ORNE;61135
COUTERNON;21560;COTE D'OR;21209
COUTEUGES;43230;HAUTE LOIRE;43079
COUTEVROULT;77580;SEINE ET MARNE;77141
COUTHENANS;70400;HAUTE SAONE;70184
COUTHURES SUR GARONNE;47200;LOT ET GARONNE;47074
COUTICHES;59310;NORD;59158
COUTIERES;79340;DEUX SEVRES;79105
COUTOUVRE;42460;LOIRE;42074
COUTRAS;33230;GIRONDE;33138
COUTURE;16460;CHARENTE;16114
COUTURE D ARGENSON;79110;DEUX SEVRES;79106
COUTURE SUR LOIR;41800;LOIR ET CHER;41070
COUTURELLE;62158;PAS DE CALAIS;62253
COUTURES;24320;DORDOGNE;24141
COUTURES;33580;GIRONDE;33139
COUTURES;49320;MAINE ET LOIRE;49115
COUTURES;57170;MOSELLE;57157
COUTURES;82210;TARN ET GARONNE;82046
COUVAINS;50680;MANCHE;50148
COUVAINS;61550;ORNE;61136
COUVERTPUIS;55290;MEUSE;55133
COUVIGNON;10200;AUBE;10113
COUVILLE;50690;MANCHE;50149
COUVONGES;55800;MEUSE;55134
COUVRELLES;2220;AISNE;2230
COUVRON ET AUMENCOURT;2270;AISNE;2231
COUVROT;51300;MARNE;51195
COUX;7000;ARDECHE;7072
COUX;17130;CHARENTE MARITIME;17130
COUX ET BIRAGOQUE;24220;DORDOGNE;24142
COUY;18140;CHER;18077
COUZE ET ST FRONT;24150;DORDOGNE;24143
COUZEIX;87270;HAUTE VIENNE;87050
COUZIERS;37500;INDRE ET LOIRE;37088
COUZON;3160;ALLIER;3090
COUZON AU MONT D OR;69270;RHONE;69068
COUZOU;46500;LOT;46078
COX;31480;HAUTE GARONNE;31156
COYE LA FORET;60580;OISE;60172
COYECQUES;62560;PAS DE CALAIS;62254
COYOLLES;2600;AISNE;2232
COYRIERE;39200;JURA;39174
COYRON;39260;JURA;39175
COYVILLER;54210;MEURTHE ET MOSELLE;54141
COZES;17120;CHARENTE MARITIME;17131
COZZANO;20148;CORSE;20099
CRACH;56950;MORBIHAN;56046
CRACHES;78660;YVELINES;78187
CRACHIER;38300;ISERE;38136
CRAIN;89480;YONNE;89129
CRAINCOURT;57590;MOSELLE;57158
CRAINTILLEUX;42210;LOIRE;42075
CRAINVILLIERS;88140;VOSGES;88119
CRAMAILLE;2130;AISNE;2233
CRAMANS;39600;JURA;39176
CRAMANT;51200;MARNE;51196
CRAMCHABAN;17170;CHARENTE MARITIME;17132
CRAMENIL;61220;ORNE;61137
CRAMOISY;60660;OISE;60173
CRAMONT;80370;SOMME;80221
CRAMPAGNA;9120;ARIEGE;9103
CRAN GEVRIER;74960;HAUTE SAVOIE;74093
CRANCEY;10100;AUBE;10114
CRANCOT;39570;JURA;39177
CRANDELLES;15250;CANTAL;15056
CRANNES EN CHAMPAGNE;72540;SARTHE;72107
CRANS;1320;AIN;1129
CRANS;39300;JURA;39178
CRANSAC;12110;AVEYRON;12083
CRANTENOY;54740;MEURTHE ET MOSELLE;54142
CRANVES SALES;74380;HAUTE SAVOIE;74094
CRAON;53400;MAYENNE;53084
CRAON;86110;VIENNE;86087
CRAONNE;2160;AISNE;2234
CRAONNELLE;2160;AISNE;2235
CRAPEAUMESNIL;60310;OISE;60174
CRAPONNE;69290;RHONE;69069
CRAPONNE SUR ARZON;43500;HAUTE LOIRE;43080
CRAS;38210;ISERE;38137
CRAS;46360;LOT;46079
CRAS SUR REYSSOUZE;1340;AIN;1130
CRASTATT;67310;BAS RHIN;67078
CRASTES;32270;GERS;32112
CRASVILLE;27400;EURE;27184
CRASVILLE;50630;MANCHE;50150
CRASVILLE LA MALLET;76450;SEINE MARITIME;76189
CRASVILLE LA ROCQUEFORT;76740;SEINE MARITIME;76190
CRAVANCHE;90300;TERRITOIRE DE BELFORT;90029
CRAVANS;17260;CHARENTE MARITIME;17133
CRAVANT;45190;LOIRET;45116
CRAVANT;89460;YONNE;89130
CRAVANT LES COTEAUX;37500;INDRE ET LOIRE;37089
CRAVENCERES;32110;GERS;32113
CRAVENT;78270;YVELINES;78188
CRAYSSAC;46150;LOT;46080
CRAYWICK;59279;NORD;59159
CRAZ EN MICHAILLE;1200;AIN;1131
CRAZANNES;17350;CHARENTE MARITIME;17134
CRE;72200;SARTHE;72108
CREAC H TREGUEUX;22950;COTES D'ARMOR;22940
CREANCES;50710;MANCHE;50151
CREANCEY;21320;COTE D'OR;21210
CREANCEY;52120;HAUTE MARNE;52153
CRECEY SUR TILLE;21120;COTE D'OR;21211
CRECHES SUR SAONE;71680;SAONE ET LOIRE;71150
CRECHETS;65370;HAUTES PYRENEES;65154
CRECHY;3150;ALLIER;3091
CRECY AU MONT;2380;AISNE;2236
CRECY COUVE;28500;EURE ET LOIR;28117
CRECY EN PONTHIEU;80150;SOMME;80222
CRECY LA CHAPELLE;77580;SEINE ET MARNE;77142
CRECY SUR SERRE;2270;AISNE;2237
CREDIN;56580;MORBIHAN;56047
CREGOLS;46330;LOT;46081
CREGY LES MEAUX;77124;SEINE ET MARNE;77143
CREHANGE;57690;MOSELLE;57159
CREHEN;22130;COTES D'ARMOR;22049
CREIL;60100;OISE;60175
CREISSAN;34370;HERAULT;34089
CREISSELS;12100;AVEYRON;12084
CREMAREST;62240;PAS DE CALAIS;62255
CREMEAUX;42260;LOIRE;42076
CREMERY;80700;SOMME;80223
CREMIEU;38460;ISERE;38138
CREMPIGNY BONNEGUETE;74150;HAUTE SAVOIE;74095
CREMPS;46230;LOT;46082
CRENANS;39260;JURA;39179
CRENAY;52000;HAUTE MARNE;52154
CRENEY PRES TROYES;10150;AUBE;10115
CRENNES SUR FRAUBEE;53700;MAYENNE;53085
CREON;33670;GIRONDE;33140
CREON D ARMAGNAC;40240;LANDES;40087
CREOT;71490;SAONE ET LOIRE;71151
CREPAND;21500;COTE D'OR;21212
CREPEY;54170;MEURTHE ET MOSELLE;54143
CREPIEUX LA PAPE;69140;RHONE;69274
CREPION;55150;MEUSE;55135
CREPOL;26350;DROME;26107
CREPON;14480;CALVADOS;14196
CREPY;2870;AISNE;2238
CREPY;62310;PAS DE CALAIS;62256
CREPY EN VALOIS;60800;OISE;60176
CREQUY;62310;PAS DE CALAIS;62257
CRESANCEY;70100;HAUTE SAONE;70185
CRESANTIGNES;10320;AUBE;10116
CRESPIAN;30260;GARD;30098
CRESPIERES;78121;YVELINES;78189
CRESPIN;12800;AVEYRON;12085
CRESPIN;59154;NORD;59160
CRESPIN;81350;TARN;81072
CRESPINET;81350;TARN;81073
CRESPY LE NEUF;10500;AUBE;10117
CRESSAC ST GENIS;16250;CHARENTE;16115
CRESSANGES;3240;ALLIER;3092
CRESSAT;23140;CREUSE;23068
CRESSE;17160;CHARENTE MARITIME;17135
CRESSELY;78114;YVELINES;78901
CRESSENSAC;46600;LOT;46083
CRESSERONS;14440;CALVADOS;14197
CRESSEVEUILLE;14430;CALVADOS;14198
CRESSIA;39270;JURA;39180
CRESSIN ROCHEFORT;1350;AIN;1133
CRESSONSACQ;60190;OISE;60177
CRESSY;76720;SEINE MARITIME;76191
CRESSY OMENCOURT;80190;SOMME;80224
CRESSY SUR SOMME;71760;SAONE ET LOIRE;71152
CREST;26400;DROME;26108
CREST VOLAND;73590;SAVOIE;73094
CRESTE;63320;PUY DE DOME;63127
CRESTET;84110;VAUCLUSE;84040
CRESTOT;27110;EURE;27185
CRETEIL;94000;VAL DE MARNE;94028
CRETON;27240;EURE;27186
CRETTEVILLE;50250;MANCHE;50153
CREUE;55210;MEUSE;55136
CREULLY;14480;CALVADOS;14200
CREUSE;80480;SOMME;80225
CREUTZWALD;57150;MOSELLE;57160
CREUX DE LA THINE;26140;DROME;26901
CREUZIER LE NEUF;3300;ALLIER;3093
CREUZIER LE VIEUX;3300;ALLIER;3094
CREVANS CHAPELLE GRANGES;70400;HAUTE SAONE;70187
CREVANT;36140;INDRE;36060
CREVANT LAVEINE;63350;PUY DE DOME;63128
CREVECHAMPS;54290;MEURTHE ET MOSELLE;54144
CREVECOEUR EN AUGE;14340;CALVADOS;14201
CREVECOEUR EN BRIE;77610;SEINE ET MARNE;77144
CREVECOEUR LE GRAND;60360;OISE;60178
CREVECOEUR LE PETIT;60420;OISE;60179
CREVECOEUR SUR L ESCAUT;59258;NORD;59161
CREVENEY;70240;HAUTE SAONE;70188
CREVIC;54110;MEURTHE ET MOSELLE;54145
CREVIN;35320;ILLE ET VILAINE;35090
CREVOUX;5200;HAUTES ALPES;5044
CREYERS;26410;DROME;26109
CREYS MEPIEU;38510;ISERE;38139
CREYSSAC;24350;DORDOGNE;24144
CREYSSE;24100;DORDOGNE;24145
CREYSSE;46600;LOT;46084
CREYSSEILLES;7000;ARDECHE;7074
CREYSSENSAC ET PISSOT;24380;DORDOGNE;24146
CREZANCAY SUR CHER;18190;CHER;18078
CREZANCY;2650;AISNE;2239
CREZANCY EN SANCERRE;18300;CHER;18079
CREZIERES;79110;DEUX SEVRES;79107
CREZILLES;54113;MEURTHE ET MOSELLE;54146
CRICQUEBOEUF;14113;CALVADOS;14202
CRICQUEVILLE EN AUGE;14430;CALVADOS;14203
CRICQUEVILLE EN BESSIN;14450;CALVADOS;14204
CRIEL SUR MER;76910;SEINE MARITIME;76192
CRILLAT;39130;JURA;39181
CRILLON;60112;OISE;60180
CRILLON LE BRAVE;84410;VAUCLUSE;84041
CRIMOLOIS;21800;COTE D'OR;21213
CRION;54300;MEURTHE ET MOSELLE;54147
CRIQUEBEUF EN CAUX;76111;SEINE MARITIME;76194
CRIQUEBEUF LA CAMPAGNE;27110;EURE;27187
CRIQUEBEUF SUR SEINE;27340;EURE;27188
CRIQUETOT L ESNEVAL;76280;SEINE MARITIME;76196
CRIQUETOT LE MAUCONDUIT;76540;SEINE MARITIME;76195
CRIQUETOT SUR LONGUEVILLE;76590;SEINE MARITIME;76197
CRIQUETOT SUR OUVILLE;76760;SEINE MARITIME;76198
CRIQUIERS;76390;SEINE MARITIME;76199
CRISENOY;77390;SEINE ET MARNE;77145
CRISOLLES;60400;OISE;60181
CRISSAY SUR MANSE;37220;INDRE ET LOIRE;37090
CRISSE;72140;SARTHE;72109
CRISSEY;39100;JURA;39182
CRISSEY;71530;SAONE ET LOIRE;71154
CRISTINACCE;20126;CORSE;20100
CRISTOT;14250;CALVADOS;14205
CRITEUIL LA MAGDELEINE;16300;CHARENTE;16116
CRITOT;76680;SEINE MARITIME;76200
CRIVILLER;54120;MEURTHE ET MOSELLE;54909
CROCE;20237;CORSE;20101
CROCHTE;59380;NORD;59162
CROCICCHIA;20290;CORSE;20102
